OrderID,OrderDate,CustomerID,ProductID,RegionID,ChannelID,Quantity,UnitPrice,DiscountAmount,CostAmount
100068,2022-01-08,C0467,P012,R2,C2,3,1080.38,198.43,1512.0
100069,2022-01-08,C0326,P006,R3,C1,2,2512.05,148.58,2000.0
100070,2022-01-08,C0146,P006,R3,C1,1,2521.17,19.13,1000.0
100071,2022-01-09,C0334,P001,R1,C1,1,15648.99,1141.17,5250.0
100072,2022-01-09,C0357,P007,R1,C1,2,12302.24,1660.11,8160.0
100073,2022-01-09,C0360,P012,R1,C1,1,1205.23,85.86,504.0
100074,2022-01-09,C0471,P012,R2,C2,1,1201.57,0.0,504.0
100075,2022-01-09,C0095,P005,R3,C2,1,5891.58,215.02,2280.0
100076,2022-01-09,C0132,P009,R3,C1,2,28070.75,3094.23,17920.0
100077,2022-01-09,C0228,P012,R3,C1,2,1217.22,113.28,1008.0
100078,2022-01-10,C0356,P004,R1,C1,5,2989.43,965.51,6000.0
100079,2022-01-10,C0338,P001,R1,C1,1,14092.73,958.28,5250.0
100080,2022-01-10,C0493,P006,R1,C2,1,2413.92,116.16,1000.0
100081,2022-01-10,C0138,P008,R1,C1,1,33652.9,1116.82,10500.0
100082,2022-01-10,C0103,P011,R1,C1,2,512.49,121.62,500.0
100083,2022-01-10,C0412,P011,R1,C2,3,487.32,21.74,750.0
100084,2022-01-10,C0373,P005,R2,C1,1,6258.93,163.4,2280.0
100085,2022-01-10,C0174,P005,R2,C1,1,5995.41,403.96,2280.0
100086,2022-01-10,C0153,P011,R2,C1,1,529.21,12.76,250.0
100087,2022-01-10,C0221,P004,R3,C2,2,3171.35,103.86,2400.0
100088,2022-01-10,C0252,P012,R3,C2,2,1216.59,180.02,1008.0
100089,2022-01-11,C0199,P002,R1,C1,2,21748.12,2292.31,14080.0
100090,2022-01-11,C0367,P007,R1,C2,1,11538.53,0.0,4080.0
100091,2022-01-11,C0436,P011,R1,C2,2,524.9,28.66,500.0
100092,2022-01-11,C0368,P012,R1,C1,2,1148.32,54.17,1008.0
100093,2022-01-11,C0240,P011,R1,C1,1,536.39,55.77,250.0
100094,2022-01-11,C0215,P012,R1,C1,1,1150.26,64.47,504.0
100095,2022-01-11,C0335,P005,R2,C2,1,5986.24,666.21,2280.0
100096,2022-01-11,C0124,P012,R2,C1,4,1185.08,465.6,2016.0
100097,2022-01-11,C0391,P010,R2,C1,1,1488.98,58.17,675.0
100098,2022-01-11,C0398,P003,R3,C1,1,51710.73,2523.89,16500.0
100099,2022-01-11,C0041,P011,R3,C2,1,495.53,39.9,250.0
100100,2022-01-11,C0019,P010,R3,C1,1,1484.32,36.34,675.0
100101,2022-01-12,C0038,P003,R1,C1,2,56888.06,0.0,33000.0
100102,2022-01-12,C0140,P005,R1,C1,3,6248.1,1385.84,6840.0
100103,2022-01-12,C0165,P008,R1,C1,1,37118.79,2545.28,10500.0
100104,2022-01-12,C0371,P009,R1,C2,1,29633.17,972.27,8960.0
100105,2022-01-12,C0045,P004,R2,C2,1,2997.0,89.92,1200.0
100106,2022-01-12,C0184,P006,R2,C1,1,2478.73,90.23,1000.0
100107,2022-01-12,C0054,P009,R2,C2,1,27106.32,288.92,8960.0
100108,2022-01-12,C0332,P007,R2,C2,2,12113.91,1630.6,8160.0
100109,2022-01-12,C0290,P001,R3,C1,1,14059.99,850.06,5250.0
100110,2022-01-12,C0256,P003,R3,C1,1,53548.61,3916.72,16500.0
100111,2022-01-12,C0206,P012,R3,C2,1,1037.15,26.98,504.0
100112,2022-01-13,C0102,P004,R1,C1,2,2958.87,118.48,2400.0
100113,2022-01-13,C0191,P003,R1,C1,1,52376.33,1120.43,16500.0
100114,2022-01-13,C0047,P001,R1,C1,1,14639.85,1045.62,5250.0
100115,2022-01-13,C0188,P009,R1,C2,1,25532.03,490.23,8960.0
100116,2022-01-13,C0474,P010,R1,C1,4,1382.81,188.77,2700.0
100117,2022-01-13,C0374,P004,R2,C1,1,3012.0,182.04,1200.0
100118,2022-01-13,C0486,P003,R2,C1,1,55551.57,4691.84,16500.0
100119,2022-01-13,C0293,P005,R2,C1,2,6113.84,1275.9,4560.0
100120,2022-01-13,C0257,P012,R2,C1,2,1297.96,109.48,1008.0
100121,2022-01-13,C0249,P005,R3,C2,5,5360.06,1310.64,11400.0
100122,2022-01-13,C0275,P007,R3,C1,1,11783.72,769.98,4080.0
100123,2022-01-14,C0368,P003,R1,C1,4,52323.02,10430.72,66000.0
100124,2022-01-14,C0420,P002,R1,C2,1,19986.15,1119.62,7040.0
100125,2022-01-14,C0135,P006,R1,C2,1,2347.61,125.67,1000.0
100126,2022-01-14,C0495,P005,R1,C1,2,5899.57,447.08,4560.0
100127,2022-01-14,C0016,P010,R1,C2,5,1525.51,257.25,3375.0
100128,2022-01-14,C0274,P011,R1,C1,1,476.94,40.64,250.0
100129,2022-01-14,C0210,P002,R2,C2,1,21423.6,263.16,7040.0
100130,2022-01-14,C0027,P001,R2,C2,1,14004.05,1155.27,5250.0
100131,2022-01-14,C0374,P001,R2,C1,1,15182.72,550.03,5250.0
100132,2022-01-14,C0225,P008,R2,C1,2,34819.71,6041.5,21000.0
100133,2022-01-14,C0048,P008,R2,C2,1,34444.25,1024.24,10500.0
100134,2022-01-14,C0050,P003,R3,C1,1,57386.58,2218.42,16500.0
100135,2022-01-15,C0341,P002,R1,C1,3,22310.43,4845.61,21120.0
100136,2022-01-15,C0437,P006,R1,C1,1,2428.46,25.18,1000.0
100137,2022-01-15,C0332,P004,R2,C1,5,3081.13,1179.19,6000.0
100138,2022-01-15,C0359,P006,R2,C1,1,2316.04,97.59,1000.0
100139,2022-01-15,C0186,P005,R2,C1,1,5994.17,245.19,2280.0
100140,2022-01-15,C0278,P005,R2,C1,1,6315.03,152.08,2280.0
100141,2022-01-15,C0486,P011,R2,C1,1,501.75,42.58,250.0
100142,2022-01-15,C0210,P011,R2,C2,1,487.17,24.76,250.0
100143,2022-01-15,C0109,P012,R2,C2,3,1037.81,218.99,1512.0
100144,2022-01-15,C0075,P009,R3,C2,2,30295.95,4378.6,17920.0
100145,2022-01-16,C0357,P002,R1,C2,2,23626.99,3229.07,14080.0
100146,2022-01-16,C0020,P005,R1,C1,1,5816.47,284.36,2280.0
100147,2022-01-16,C0294,P003,R2,C1,1,57647.34,6970.23,16500.0
100148,2022-01-16,C0391,P006,R2,C1,3,2201.96,44.7,3000.0
100149,2022-01-16,C0036,P008,R3,C2,3,34887.88,3379.77,31500.0
100150,2022-01-16,C0176,P010,R3,C2,3,1563.11,70.51,2025.0
100151,2022-01-17,C0403,P006,R1,C2,2,2602.33,72.08,2000.0
100152,2022-01-17,C0383,P006,R1,C1,2,2641.5,612.69,2000.0
100153,2022-01-17,C0262,P006,R1,C1,1,2434.21,231.68,1000.0
100154,2022-01-17,C0123,P008,R1,C2,1,35361.77,2573.21,10500.0
100155,2022-01-17,C0006,P012,R1,C2,3,1233.53,286.89,1512.0
100156,2022-01-17,C0043,P011,R1,C2,1,451.02,32.46,250.0
100157,2022-01-17,C0309,P004,R2,C1,1,2960.13,275.3,1200.0
100158,2022-01-17,C0293,P002,R2,C2,3,19998.76,1752.16,21120.0
100159,2022-01-17,C0163,P005,R2,C1,2,5672.71,427.45,4560.0
100160,2022-01-17,C0050,P004,R3,C1,2,2915.67,254.97,2400.0
100161,2022-01-17,C0119,P012,R3,C1,1,1201.68,75.16,504.0
100162,2022-01-18,C0123,P010,R1,C2,2,1542.07,126.87,1350.0
100163,2022-01-18,C0264,P005,R2,C2,2,5967.81,757.09,4560.0
100164,2022-01-18,C0216,P003,R3,C2,2,50047.09,3375.15,33000.0
100165,2022-01-19,C0205,P007,R1,C1,5,11686.86,3911.85,20400.0
100166,2022-01-19,C0062,P007,R1,C1,1,11886.12,1107.81,4080.0
100167,2022-01-19,C0017,P011,R1,C1,1,506.65,52.22,250.0
100168,2022-01-19,C0405,P002,R2,C1,2,22020.66,3065.78,14080.0
100169,2022-01-19,C0301,P008,R2,C2,1,36298.65,2019.02,10500.0
100170,2022-01-19,C0398,P002,R3,C2,1,22179.37,1103.83,7040.0
100171,2022-01-19,C0297,P002,R3,C1,2,21139.5,744.5,14080.0
100172,2022-01-19,C0321,P010,R3,C1,4,1505.93,496.27,2700.0
100173,2022-01-20,C0397,P001,R1,C2,1,15906.95,108.38,5250.0
100174,2022-01-20,C0343,P003,R1,C2,4,55496.6,12066.55,66000.0
100175,2022-01-20,C0073,P006,R1,C1,2,2558.79,0.0,2000.0
100176,2022-01-20,C0094,P008,R1,C2,1,33747.15,2027.69,10500.0
100177,2022-01-20,C0231,P010,R1,C2,2,1531.99,122.03,1350.0
100178,2022-01-20,C0036,P006,R3,C1,1,2449.19,20.85,1000.0
100179,2022-01-20,C0232,P007,R3,C2,1,11610.65,646.4,4080.0
100180,2022-01-20,C0078,P010,R3,C1,1,1424.46,78.39,675.0
100181,2022-01-21,C0380,P001,R1,C2,3,14507.32,167.51,15750.0
100182,2022-01-21,C0435,P004,R1,C2,2,3132.75,352.57,2400.0
100183,2022-01-21,C0323,P006,R1,C1,4,2523.11,185.81,4000.0
100184,2022-01-21,C0123,P008,R1,C1,4,34885.29,15272.89,42000.0
100185,2022-01-21,C0383,P008,R1,C1,2,35913.93,1832.18,21000.0
100186,2022-01-21,C0209,P011,R1,C2,1,439.37,21.57,250.0
100187,2022-01-21,C0104,P011,R1,C2,1,492.84,29.48,250.0
100188,2022-01-21,C0338,P010,R1,C2,1,1577.93,75.31,675.0
100189,2022-01-21,C0229,P011,R1,C1,2,509.41,23.37,500.0
100190,2022-01-21,C0492,P004,R2,C1,1,3017.02,122.72,1200.0
100191,2022-01-21,C0137,P006,R2,C1,2,2522.06,264.66,2000.0
100192,2022-01-21,C0471,P006,R2,C1,2,2468.14,312.51,2000.0
100193,2022-01-21,C0279,P009,R2,C2,1,28169.06,2716.26,8960.0
100194,2022-01-21,C0079,P009,R2,C1,1,26422.83,950.02,8960.0
100195,2022-01-21,C0238,P007,R3,C1,1,12098.86,623.41,4080.0
100196,2022-01-21,C0308,P011,R3,C2,2,459.98,23.13,500.0
100197,2022-01-22,C0401,P010,R1,C2,4,1540.28,317.6,2700.0
100198,2022-01-22,C0189,P006,R3,C2,1,2337.73,227.56,1000.0
100199,2022-01-22,C0216,P007,R3,C2,1,11576.74,600.48,4080.0
100200,2022-01-22,C0013,P011,R3,C2,1,525.89,13.9,250.0
100201,2022-01-23,C0177,P005,R1,C1,1,6326.16,350.82,2280.0
100202,2022-01-23,C0028,P005,R1,C1,3,5287.3,1077.78,6840.0
100203,2022-01-23,C0165,P006,R1,C2,1,2506.0,150.25,1000.0
100204,2022-01-23,C0333,P006,R1,C1,1,2523.71,76.07,1000.0
100205,2022-01-23,C0265,P008,R1,C2,1,35920.46,1664.87,10500.0
100206,2022-01-23,C0242,P010,R1,C1,1,1611.44,69.91,675.0
100207,2022-01-23,C0477,P003,R2,C1,4,51561.38,14052.63,66000.0
100208,2022-01-23,C0304,P001,R2,C1,3,14582.04,275.38,15750.0
100209,2022-01-23,C0316,P003,R2,C1,4,64613.66,1576.01,66000.0
100210,2022-01-23,C0287,P008,R2,C2,4,37085.93,4781.42,42000.0
100211,2022-01-23,C0275,P003,R3,C2,1,55039.25,1176.84,16500.0
100212,2022-01-24,C0161,P006,R1,C1,2,2271.94,123.37,2000.0
100213,2022-01-24,C0464,P008,R1,C2,4,37469.34,5671.01,42000.0
100214,2022-01-24,C0269,P011,R1,C1,1,489.25,25.73,250.0
100215,2022-01-24,C0352,P002,R2,C1,1,22989.38,1662.99,7040.0
100216,2022-01-24,C0339,P008,R2,C1,1,36207.91,0.0,10500.0
100217,2022-01-24,C0162,P003,R3,C1,1,56868.28,883.52,16500.0
100218,2022-01-24,C0217,P005,R3,C2,1,5860.68,374.27,2280.0
100219,2022-01-24,C0499,P006,R3,C1,5,2588.17,355.44,5000.0
100220,2022-01-25,C0384,P007,R1,C2,1,11046.92,815.13,4080.0
100221,2022-01-25,C0156,P011,R1,C2,1,469.86,20.94,250.0
100222,2022-01-25,C0057,P011,R1,C1,3,494.88,71.21,750.0
100223,2022-01-25,C0244,P011,R2,C2,2,499.86,70.04,500.0
100224,2022-01-25,C0344,P007,R3,C2,1,12645.24,770.01,4080.0
100225,2022-01-25,C0009,P008,R3,C2,3,38183.64,5864.79,31500.0
100226,2022-01-25,C0267,P012,R3,C1,4,1211.23,275.67,2016.0
100227,2022-01-26,C0070,P002,R1,C1,1,22029.76,1168.81,7040.0
100228,2022-01-26,C0483,P002,R1,C1,1,21596.85,250.44,7040.0
100229,2022-01-26,C0375,P005,R1,C1,2,5797.91,498.61,4560.0
100230,2022-01-26,C0117,P010,R1,C2,5,1458.08,438.89,3375.0
100231,2022-01-26,C0429,P003,R2,C2,1,55090.19,1500.94,16500.0
100232,2022-01-26,C0051,P001,R2,C1,1,15667.65,1269.98,5250.0
100233,2022-01-27,C0102,P006,R1,C2,1,2431.66,101.77,1000.0
100234,2022-01-27,C0247,P006,R1,C1,2,2648.74,425.97,2000.0
100235,2022-01-27,C0229,P007,R1,C1,1,11919.67,235.9,4080.0
100236,2022-01-27,C0417,P011,R1,C2,2,487.41,44.6,500.0
100237,2022-01-27,C0021,P003,R2,C1,4,57084.24,21411.89,66000.0
100238,2022-01-27,C0479,P006,R2,C2,1,2591.01,104.46,1000.0
100239,2022-01-27,C0452,P012,R2,C2,1,1122.46,79.35,504.0
100240,2022-01-27,C0485,P011,R2,C1,3,475.67,0.0,750.0
100241,2022-01-27,C0187,P012,R2,C1,2,1229.98,157.83,1008.0
100242,2022-01-27,C0307,P004,R3,C1,2,2972.24,186.74,2400.0
100243,2022-01-27,C0300,P003,R3,C1,1,57228.45,2398.49,16500.0
100244,2022-01-27,C0256,P005,R3,C2,1,5515.39,0.0,2280.0
100245,2022-01-27,C0472,P006,R3,C1,2,2687.38,268.81,2000.0
100246,2022-01-27,C0361,P008,R3,C1,1,33808.34,775.78,10500.0
100247,2022-01-27,C0004,P010,R3,C2,1,1564.2,123.16,675.0
100248,2022-01-28,C0459,P003,R1,C1,4,50536.95,12250.75,66000.0
100249,2022-01-28,C0199,P006,R1,C1,3,2570.18,525.8,3000.0
100250,2022-01-28,C0140,P007,R1,C1,3,12638.93,0.0,12240.0
100251,2022-01-28,C0273,P012,R1,C1,3,1058.16,58.23,1512.0
100252,2022-01-28,C0499,P002,R3,C2,2,23607.91,2588.92,14080.0
100253,2022-01-29,C0478,P003,R1,C1,1,61673.47,3884.74,16500.0
100254,2022-01-29,C0097,P009,R2,C2,1,26784.39,1768.81,8960.0
100255,2022-01-29,C0293,P008,R2,C2,3,33225.68,5240.08,31500.0
100256,2022-01-29,C0457,P010,R2,C2,5,1521.88,283.45,3375.0
100257,2022-01-29,C0259,P002,R3,C1,2,21711.19,2645.38,14080.0
100258,2022-01-29,C0075,P003,R3,C1,2,56023.29,6910.45,33000.0
100259,2022-01-29,C0321,P004,R3,C2,1,2802.11,123.04,1200.0
100260,2022-01-29,C0226,P005,R3,C2,1,5987.15,309.78,2280.0
100261,2022-01-29,C0419,P005,R3,C1,3,6148.85,946.83,6840.0
100262,2022-01-29,C0270,P011,R3,C1,5,481.23,113.55,1250.0
100263,2022-01-30,C0320,P001,R1,C2,1,15832.59,599.45,5250.0
100264,2022-01-30,C0121,P004,R1,C1,1,3015.59,98.39,1200.0
100265,2022-01-30,C0144,P007,R1,C1,1,12644.55,1211.17,4080.0
100266,2022-01-30,C0029,P010,R1,C1,1,1547.95,9.31,675.0
100267,2022-01-30,C0187,P003,R2,C1,2,53266.64,2104.92,33000.0
100268,2022-01-30,C0315,P003,R3,C1,2,56404.68,9128.24,33000.0
100269,2022-01-30,C0162,P006,R3,C2,1,2322.25,193.1,1000.0
100270,2022-01-31,C0229,P001,R1,C2,2,15534.47,2261.4,10500.0
100271,2022-01-31,C0087,P011,R1,C1,1,491.68,31.83,250.0
100272,2022-01-31,C0382,P003,R2,C2,1,60216.03,1704.51,16500.0
100273,2022-01-31,C0120,P007,R2,C2,4,12361.48,4017.76,16320.0
100274,2022-01-31,C0317,P008,R2,C1,1,35301.32,1693.14,10500.0
100275,2022-01-31,C0460,P010,R2,C1,2,1600.12,220.47,1350.0
100276,2022-01-31,C0467,P011,R2,C1,1,496.8,34.67,250.0
100277,2022-01-31,C0270,P012,R3,C1,1,1242.22,68.04,504.0
100278,2022-02-01,C0461,P002,R1,C2,5,23230.3,7721.69,35200.0
100279,2022-02-01,C0474,P005,R1,C1,1,5682.33,536.7,2280.0
100280,2022-02-01,C0322,P008,R1,C2,2,35166.52,1937.23,21000.0
100281,2022-02-01,C0237,P010,R1,C2,1,1486.56,17.78,675.0
100282,2022-02-01,C0103,P010,R1,C2,5,1310.28,269.27,3375.0
100283,2022-02-01,C0110,P005,R2,C1,1,5860.26,266.49,2280.0
100284,2022-02-01,C0035,P005,R3,C1,2,6188.86,320.22,4560.0
100285,2022-02-01,C0454,P011,R3,C2,2,491.15,23.66,500.0
100286,2022-02-01,C0226,P010,R3,C2,3,1450.03,194.31,2025.0
100287,2022-02-02,C0160,P010,R2,C2,1,1466.35,121.29,675.0
100288,2022-02-02,C0473,P011,R2,C1,1,490.51,29.41,250.0
100289,2022-02-02,C0479,P010,R2,C1,1,1356.14,61.7,675.0
100290,2022-02-02,C0286,P001,R3,C1,1,13930.22,1023.05,5250.0
100291,2022-02-03,C0431,P005,R1,C2,1,6549.77,487.46,2280.0
100292,2022-02-03,C0145,P008,R1,C2,1,30548.88,3348.58,10500.0
100293,2022-02-03,C0466,P007,R1,C2,1,12570.87,490.32,4080.0
100294,2022-02-03,C0413,P008,R2,C2,3,35165.04,10741.99,31500.0
100295,2022-02-03,C0124,P011,R2,C1,2,467.71,54.93,500.0
100296,2022-02-03,C0162,P010,R3,C2,1,1477.14,106.6,675.0
100297,2022-02-04,C0164,P004,R1,C1,1,2945.9,194.92,1200.0
100298,2022-02-04,C0476,P012,R1,C2,1,1161.82,25.75,504.0
100299,2022-02-04,C0167,P012,R1,C1,1,1160.63,32.51,504.0
100300,2022-02-04,C0455,P003,R2,C2,2,60190.17,6450.59,33000.0
100301,2022-02-04,C0287,P005,R2,C1,1,5820.19,97.2,2280.0
100302,2022-02-04,C0154,P010,R2,C2,1,1589.97,69.07,675.0
100303,2022-02-04,C0001,P011,R2,C1,1,506.23,11.74,250.0
100304,2022-02-04,C0025,P011,R3,C1,2,528.19,58.48,500.0
100305,2022-02-05,C0231,P003,R1,C1,1,53308.12,40.64,16500.0
100306,2022-02-05,C0199,P002,R1,C1,1,23329.3,2358.24,7040.0
100307,2022-02-05,C0087,P005,R1,C1,2,5341.73,563.93,4560.0
100308,2022-02-05,C0046,P007,R1,C1,1,12833.98,524.75,4080.0
100309,2022-02-05,C0147,P008,R2,C2,5,32570.32,7081.03,52500.0
100310,2022-02-05,C0032,P006,R3,C1,1,2476.64,2.69,1000.0
100311,2022-02-05,C0267,P009,R3,C2,4,26671.52,10926.88,35840.0
100312,2022-02-06,C0430,P003,R1,C1,1,52700.71,0.0,16500.0
100313,2022-02-06,C0410,P003,R1,C1,2,54827.67,0.0,33000.0
100314,2022-02-06,C0254,P001,R1,C1,2,13797.99,373.43,10500.0
100315,2022-02-06,C0304,P001,R2,C1,1,14907.97,787.16,5250.0
100316,2022-02-06,C0160,P006,R2,C1,5,2518.61,372.97,5000.0
100317,2022-02-06,C0085,P007,R2,C2,1,12406.58,914.55,4080.0
100318,2022-02-06,C0352,P012,R2,C2,1,1165.53,43.6,504.0
100319,2022-02-07,C0427,P004,R1,C1,3,2806.93,68.09,3600.0
100320,2022-02-07,C0408,P003,R1,C1,1,50821.8,0.0,16500.0
100321,2022-02-07,C0167,P006,R1,C2,1,2410.69,185.4,1000.0
100322,2022-02-07,C0442,P004,R2,C1,4,3114.7,159.01,4800.0
100323,2022-02-07,C0045,P005,R2,C1,1,6080.0,138.56,2280.0
100324,2022-02-07,C0428,P007,R2,C1,4,11617.9,0.0,16320.0
100325,2022-02-07,C0213,P007,R2,C1,1,13040.96,316.85,4080.0
100326,2022-02-07,C0201,P010,R2,C1,3,1410.01,174.41,2025.0
100327,2022-02-07,C0019,P002,R3,C1,1,19518.25,587.58,7040.0
100328,2022-02-08,C0223,P007,R1,C2,1,12720.32,689.58,4080.0
100329,2022-02-08,C0425,P006,R2,C1,1,2584.12,0.0,1000.0
100330,2022-02-08,C0179,P008,R3,C2,3,33124.25,4452.06,31500.0
100331,2022-02-08,C0055,P008,R3,C2,1,30908.93,278.12,10500.0
100332,2022-02-09,C0269,P007,R1,C1,2,10950.75,2396.73,8160.0
100333,2022-02-09,C0209,P011,R1,C2,1,471.68,28.46,250.0
100334,2022-02-09,C0227,P011,R1,C2,3,473.04,32.86,750.0
100335,2022-02-09,C0049,P011,R2,C1,1,495.44,25.23,250.0
100336,2022-02-09,C0211,P003,R3,C1,5,57616.76,5578.78,82500.0
100337,2022-02-09,C0206,P007,R3,C2,1,11718.87,386.61,4080.0
100338,2022-02-10,C0442,P005,R2,C1,1,6108.95,400.66,2280.0
100339,2022-02-10,C0500,P008,R2,C2,1,33938.62,2161.11,10500.0
100340,2022-02-10,C0432,P012,R3,C2,1,1122.37,14.56,504.0
100341,2022-02-11,C0355,P012,R1,C1,3,1228.91,107.37,1512.0
100342,2022-02-11,C0389,P010,R1,C2,1,1495.88,53.89,675.0
100343,2022-02-11,C0462,P002,R2,C1,1,20146.83,0.0,7040.0
100344,2022-02-11,C0289,P005,R2,C1,2,5499.0,374.48,4560.0
100345,2022-02-11,C0030,P002,R3,C1,1,23294.93,1610.16,7040.0
100346,2022-02-11,C0009,P005,R3,C1,1,6205.1,299.93,2280.0
100347,2022-02-11,C0208,P012,R3,C2,1,1149.19,100.54,504.0
100348,2022-02-12,C0396,P003,R1,C2,2,54829.2,9525.5,33000.0
100349,2022-02-12,C0372,P005,R1,C2,2,6486.66,1408.05,4560.0
100350,2022-02-12,C0077,P006,R1,C1,1,2291.43,187.35,1000.0
100351,2022-02-12,C0463,P009,R1,C2,2,29223.12,2050.42,17920.0
100352,2022-02-12,C0360,P011,R1,C2,1,479.94,18.59,250.0
100353,2022-02-12,C0186,P007,R2,C1,1,11543.89,676.63,4080.0
100354,2022-02-12,C0339,P007,R2,C1,1,12350.37,0.0,4080.0
100355,2022-02-12,C0082,P005,R3,C1,3,5837.92,168.57,6840.0
